co2_per_capita,country_standard,gdp,renewables_share_energy,renewables_share_yoy,continent,co2,year,gdp_yoy,population,is_aggregate,iso_code
7.795506392445748,India,51089.3730677881,51.38573592691225,-4.2222853953145965,Oceania,797302.2077602779,2008,4.455166632450458,581.3219376172228,False,FRA
7.854170642884339,South Africa,40257.34069468754,1.0567122774442939,7.832339561487457,Oceania,953114.7184841878,1998,14.701392965602722,522.9070729172627,False,DEU
12.320770566799142,France,8712.38798615575,67.3516527472109,-2.886684617660691,South America,60976.27668935632,2001,7.277254662379132,306.9972285044711,False,AUS
2.4847341111161803,Canada,16212.99859900942,42.36901786604971,6.734859463283225,Africa,391959.9873618793,2019,13.287990689922943,1346.1851455569042,False,USA
11.589883655805224,UK,38630.74051786238,51.08523649637979,18.323625883103603,Europe,488028.5287899129,1996,-7.051670127620637,326.6492478649069,False,FRA
13.30265720367451,Germany,71063.32476214923,21.411624341293557,12.994035325483303,Asia,147324.28931823862,1991,-8.46567675466303,955.1909655680748,False,DEU
8.778174804124777,China,45528.062290172245,55.17822283941036,-3.064708144367674,Europe,867841.2388350943,2006,-2.2251324497011584,1321.2071349063503,False,FRA
19.063343535423346,Canada,54682.03251657343,97.91532397514887,0.6052453052210796,Africa,284865.49524515396,2000,-6.585276540589401,52.852965097524496,False,IND
12.164265447591504,Canada,27452.769704640825,7.344469100576145,11.841560497335855,Asia,783225.531398222,2001,3.1467132057066927,1243.2731620976435,False,BRA
4.399989444732504,South Africa,45927.205747016626,28.391739966443062,17.367546525604592,South America,671323.4875462877,1992,2.9745313380819685,616.1938328238168,True,USA
9.584325148670326,Canada,36066.69589972636,24.299759286082978,-4.177035330901156,South America,598447.7766445564,2010,4.376179161098754,987.1328756101852,False,IND
13.50808874270588,France,52900.82805354127,24.85493107511796,15.311278293014851,South America,192950.70584785784,2003,8.630697020776818,558.9206425567181,False,BRA
6.47258249160958,USA,4520.757503281324,37.87063575653773,9.045347008457718,North America,221482.81703035478,2004,14.283242505307996,1043.4266263930672,False,ZAF
1.5928321257804634,France,39717.367190997255,81.81097847441676,8.652283132409815,Europe,48301.05634182275,1999,11.956467285978661,381.81522437926986,True,CAN
11.6687126942177,China,24031.413698945373,91.28586899643874,18.945329568833948,Africa,241471.7173524841,1999,-7.04081901061046,33.38484838187671,False,USA
18.9574033723936,USA,26431.712371593785,20.22150874589733,13.691115314919326,Asia,346098.1658510536,2006,-1.537157780733569,1421.7073784245363,False,IND
9.701439711263475,Canada,76892.93580886588,54.294993794811276,16.2529717014028,Oceania,833312.158558563,2014,-3.6044243737989525,25.043462178104125,True,USA
